file_id,file_name,file_size,sha256_checksum,md5_checksum,technique,file_type,archive,archive_uri,project,cell_specimen_id
685767564,685767564.marker,769,b7eaf95d686ae661bb22fe110630976d702c748b2d38cfd59ed7bce463d3890a,ce806eb015a13af11336f7a02b9f0648,morphology,marker_swc,BIL,ftp://download.brainlib.org:8811/biccn/lein/pseq/morph/200526/685767564.marker,hIVSCC-MET,685767564
685806309,685806309.marker,380,26091897d83c29c4b6afcc8fd9b5b8b5d599be9577925cff0954d1e07ad32445,43392362398a812108e98b02d31e35bb,morphology,marker_swc,BIL,ftp://download.brainlib.org:8811/biccn/lein/pseq/morph/200526/685806309.marker,hIVSCC-MET,685806309
685814252,685814252.marker,389,40ee846aa699cf198f66cf4e2186f8e0c9825857daaaa6518da871cb7aa1b1c3,365f819d216f4d11d8ba9b8e0d99ab01,morphology,marker_swc,BIL,ftp://download.brainlib.org:8811/biccn/lein/pseq/morph/200526/685814252.marker,hIVSCC-MET,685814252
685815936,685815936.marker,765,cee7bb27947ff52997defbf564348ec47b534f51a8f7841049915e072257cdce,eeeb26ed7ca3cb8192d988eaebdc6e9f,morphology,marker_swc,BIL,ftp://download.brainlib.org:8811/biccn/lein/pseq/morph/200526/685815936.marker,hIVSCC-MET,685815936
689300528,689300528.marker,492,9e4975372cb7d76f9d05ba8255579bd1b2ceb7aed8b593d088531bf7cb5ce09b,a51409667f4226ad30db2f89847d3e69,morphology,marker_swc,BIL,ftp://download.brainlib.org:8811/biccn/lein/pseq/morph/200526/689300528.marker,hIVSCC-MET,689300528
689306818,689306818.marker,595,5e8d60ac96823911014bcdca84fe25f28eab1352210e8c155e7b7c303243ee0d,d0cada356937eefd2b4a86f69716dcc3,morphology,marker_swc,BIL,ftp://download.brainlib.org:8811/biccn/lein/pseq/morph/200526/689306818.marker,hIVSCC-MET,689306818
689309060,689309060.marker,598,5c3053e978a339470fa6324d603a81c3dddaa5ff85e26b65406cb4c900d3a6f2,aad5b02dc851d640a9ba5efd1e15c1a3,morphology,marker_swc,BIL,ftp://download.brainlib.org:8811/biccn/lein/pseq/morph/200526/689309060.marker,hIVSCC-MET,689309060
689312221,689312221.marker,435,a77ace4edeb594610611b6f0941d0b0684c7390adc1f2aaa0c1f6a6335fbe902,52709ed53c7d5f8b3d29af5ff50c8e6b,morphology,marker_swc,BIL,ftp://download.brainlib.org:8811/biccn/lein/pseq/morph/200526/689312221.marker,hIVSCC-MET,689312221
689323433,689323433.marker,480,d471d9e1ba190abbd96af53e5c8d8990e850bef4c81f48255095ca60a0e8a316,3b9add09484b7f9d14a14833e50795f5,morphology,marker_swc,BIL,ftp://download.brainlib.org:8811/biccn/lein/pseq/morph/200526/689323433.marker,hIVSCC-MET,689323433
689360253,689360253.marker,218,d0d51906cedb5e6141aed0c2ca17e41d6f40e6459866ecc7da228bcc75086bce,e7764e4b688e282915278cc3c3f7981e,morphology,marker_swc,BIL,ftp://download.brainlib.org:8811/biccn/lein/pseq/morph/200526/689360253.marker,hIVSCC-MET,689360253
689370040,689370040.marker,275,12aa6adcbb0f8b68e458f05ed0d5f98ac4402efee593c7309bd716c712d58ced,07155bf9a83b240df3470a4b2d8b1251,morphology,marker_swc,BIL,ftp://download.brainlib.org:8811/biccn/lein/pseq/morph/200526/689370040.marker,hIVSCC-MET,689370040
695494556,695494556.marker,441,9cd18004e0f4bd9c2be5ba5c769b6e6f7a0fa7f91feb2f24ecfe3f1ffc5495d8,46949bb4d999c7ccbdd7280795bc5afe,morphology,marker_swc,BIL,ftp://download.brainlib.org:8811/biccn/lein/pseq/morph/200526/695494556.marker,hIVSCC-MET,695494556
695521538,695521538.marker,441,e36c189fe61484abe0241a2f3f365f4d6da370157b9e2e9765d25fb9ff7981ce,ab9de8c55c5d692f83917a6f64e8f802,morphology,marker_swc,BIL,ftp://download.brainlib.org:8811/biccn/lein/pseq/morph/200526/695521538.marker,hIVSCC-MET,695521538
695546566,695546566.marker,549,6b56a5ee50f4f3693775b5d4a0985097e5e6744544232b06b72e570295d4d037,f014bab0cc48edc29f68388160207154,morphology,marker_swc,BIL,ftp://download.brainlib.org:8811/biccn/lein/pseq/morph/200526/695546566.marker,hIVSCC-MET,695546566
695557339,695557339.marker,579,6665c0c882132faaa8ca37c3ea94e7019df916ed6dfe89c932c718ff353c8b1d,3a098c3e5ccef244f0f38395a75ee1ef,morphology,marker_swc,BIL,ftp://download.brainlib.org:8811/biccn/lein/pseq/morph/200526/695557339.marker,hIVSCC-MET,695557339
701072592,701072592.marker,503,1b621d8117c4edc04c3a79d72b208b29dc4f4e9bd24a9f2f474f76dba475e013,ae098f18374f938e53f2b740a25335d1,morphology,marker_swc,BIL,ftp://download.brainlib.org:8811/biccn/lein/pseq/morph/200526/701072592.marker,hIVSCC-MET,701072592
707828926,707828926.marker,276,ba473b20a03e23451e7c9cbf7096c3834cd29ed4096fb7c66a7d930e2dea0bda,2c753d03737b3c47d325f0a5d6b0aa86,morphology,marker_swc,BIL,ftp://download.brainlib.org:8811/biccn/lein/pseq/morph/200526/707828926.marker,hIVSCC-MET,707828926
712887031,712887031.marker,723,d06fd0c2d23cdb31fe10f61ecc2ff083ca9df98c24f9bd00e3edae200ddac525,a7f3be884fbc4bfcdb8c558134d170d0,morphology,marker_swc,BIL,ftp://download.brainlib.org:8811/biccn/lein/pseq/morph/200526/712887031.marker,hIVSCC-MET,712887031
716918890,716918890.marker,964,acafd73c244da8814f267708f06f4d035cc813035eb5478d1009cd8fa6f422ec,bf6a62fccfb4686a260a145edc9db637,morphology,marker_swc,BIL,ftp://download.brainlib.org:8811/biccn/lein/pseq/morph/200526/716918890.marker,hIVSCC-MET,716918890
716929071,716929071.marker,531,747c3cbcd90362bfec036dd01270696b8d8ca1b91444b34de8f62239629f8ef8,42a2b2fe84f8c6087893d2de40930d91,morphology,marker_swc,BIL,ftp://download.brainlib.org:8811/biccn/lein/pseq/morph/200526/716929071.marker,hIVSCC-MET,716929071
720828444,720828444.marker,111,b1408a08b5120bd3fa20cc0cdc7127890dab4ee15dcffd42ae45d1274898ff93,fa069cbb032255ccdfb0d96fb3d5e185,morphology,marker_swc,BIL,ftp://download.brainlib.org:8811/biccn/lein/pseq/morph/200526/720828444.marker,hIVSCC-MET,720828444
720850977,720850977.marker,643,90170a394d7b40606543b27fb3a51e0617c43aa95175e132b03aa9b2fe95dd14,2aba86d13993e409d193c0c0e0a64d4b,morphology,marker_swc,BIL,ftp://download.brainlib.org:8811/biccn/lein/pseq/morph/200526/720850977.marker,hIVSCC-MET,720850977
720862326,720862326.marker,807,2ed6b873159e6c5291d956b3260f868edf09cefd0733aa30eceab69f3fc13452,217183649d98e31c6a8dbe3883d01c91,morphology,marker_swc,BIL,ftp://download.brainlib.org:8811/biccn/lein/pseq/morph/200526/720862326.marker,hIVSCC-MET,720862326
720871158,720871158.marker,267,a929f2052d86285cf316d91e59c95ff7761d14b0a1af654e7c3aba8229dc5398,de4ec097efe4a59d314efd8ea83aaa0b,morphology,marker_swc,BIL,ftp://download.brainlib.org:8811/biccn/lein/pseq/morph/200526/720871158.marker,hIVSCC-MET,720871158
720878801,720878801.marker,589,5e18b69982aabaec808ce73cfadb9bcaa1efca1493563213d98f4cf32dcd3e11,aec9202eb0c6e5218d41de097db03cbc,morphology,marker_swc,BIL,ftp://download.brainlib.org:8811/biccn/lein/pseq/morph/200526/720878801.marker,hIVSCC-MET,720878801
737089555,737089555.marker,866,6fb1bbe832e7e5e1ed07b671ed0ad2bbaf8e31fd0de552e22cc09e26f1227a4c,cfb3ccb72f9995653f4d00f78c798a49,morphology,marker_swc,BIL,ftp://download.brainlib.org:8811/biccn/lein/pseq/morph/200526/737089555.marker,hIVSCC-MET,737089555
737134157,737134157.marker,1208,855780ff529128525c641fcde0f1e070f0e7a87ff8dce16225b908c2855238b3,aee20c3914c47308b3317ae6a6437051,morphology,marker_swc,BIL,ftp://download.brainlib.org:8811/biccn/lein/pseq/morph/200526/737134157.marker,hIVSCC-MET,737134157
737158657,737158657.marker,874,4a51ef48930409554519234cb46ccc4daccfb2b0b94bf0c6dd78e50635db0745,0604da018a01fa116824307d53add800,morphology,marker_swc,BIL,ftp://download.brainlib.org:8811/biccn/lein/pseq/morph/200526/737158657.marker,hIVSCC-MET,737158657
737293981,737293981.marker,339,5a40b025e77acece1c58a45b9cce31cf4430c09db7616f316e4132064d5f5ef5,8128a88c2bd1e7943b661b814def3a01,morphology,marker_swc,BIL,ftp://download.brainlib.org:8811/biccn/lein/pseq/morph/200526/737293981.marker,hIVSCC-MET,737293981
737424303,737424303.marker,774,361f98fd6906735ca4173e4a6b5ed854a2b245f545a605f243f528bfb15f199d,a01f52c3c35e11ea893e2d39699e30d3,morphology,marker_swc,BIL,ftp://download.brainlib.org:8811/biccn/lein/pseq/morph/200526/737424303.marker,hIVSCC-MET,737424303
737820466,737820466.marker,602,85a9ff4ba75e04253aa45392efea1010d87c3aefcad394aa7615b3980e6a77bd,6ac6399782144e58b80c42df1d599e03,morphology,marker_swc,BIL,ftp://download.brainlib.org:8811/biccn/lein/pseq/morph/200526/737820466.marker,hIVSCC-MET,737820466
737988336,737988336.marker,1047,29aa0fbd2edd81ef95b21b3c94cbd48825d25afc1ba9d0628af7d1cd1dc1772d,2af2b6c08f6d3e4e2c45d2fc8b939c86,morphology,marker_swc,BIL,ftp://download.brainlib.org:8811/biccn/lein/pseq/morph/200526/737988336.marker,hIVSCC-MET,737988336
758285403,758285403.marker,329,ac738127c8cf5d01fe1beb7400c2254db16ade223b6c5cdfe5d26ac8691f5f3f,bb86e72936982b9f22ceaf7633512b60,morphology,marker_swc,BIL,ftp://download.brainlib.org:8811/biccn/lein/pseq/morph/200526/758285403.marker,hIVSCC-MET,758285403
758286194,758286194.marker,275,4e9762a01f496a7e5f048f1aefec61bc79bd9741bec295fa8baa77cfa80a4b86,5a4c9391caa5315904965165c42ff96f,morphology,marker_swc,BIL,ftp://download.brainlib.org:8811/biccn/lein/pseq/morph/200526/758286194.marker,hIVSCC-MET,758286194
758311336,758311336.marker,499,f47922f78e0dccec48311af283568324419db99e4e7641c537f4ee0fd6173213,bef9230a5dcb7322470f7b8d7d2c11af,morphology,marker_swc,BIL,ftp://download.brainlib.org:8811/biccn/lein/pseq/morph/200526/758311336.marker,hIVSCC-MET,758311336
758312441,758312441.marker,272,15a0449a57233bdd46eb7b742d6e979bfa3276dfe148cb1cc860773c60f8fd4e,5f07a3405240ddcbf4746e25cb63f491,morphology,marker_swc,BIL,ftp://download.brainlib.org:8811/biccn/lein/pseq/morph/200526/758312441.marker,hIVSCC-MET,758312441
758319694,758319694.marker,436,640b6f97c9b760d53de7c6525e9d8d481d8b574ec11d3aa42e85317e8615f127,e0242fd89a136f63416e8df1df9a11f4,morphology,marker_swc,BIL,ftp://download.brainlib.org:8811/biccn/lein/pseq/morph/200526/758319694.marker,hIVSCC-MET,758319694
758323401,758323401.marker,488,cf567173e00ba19917ef9b3c5742f298bf174d88b8074f265487e783755e9bca,80ac416ccd8e5408d902d2c1c5271015,morphology,marker_swc,BIL,ftp://download.brainlib.org:8811/biccn/lein/pseq/morph/200526/758323401.marker,hIVSCC-MET,758323401
758816993,758816993.marker,845,60ab3c1491422e8df43fe0e5e3648aa5a6139b26a5abd553e97bf8dce9dfaff8,ab36ba32db0816b7ee9dd846d6179d0d,morphology,marker_swc,BIL,ftp://download.brainlib.org:8811/biccn/lein/pseq/morph/200526/758816993.marker,hIVSCC-MET,758816993
758967755,758967755.marker,661,5037fee986046a50ad56bdde77e68cda942cfc47fc9147706569875fd564b7b4,f388ab60521813433c1a3e56040f02d5,morphology,marker_swc,BIL,ftp://download.brainlib.org:8811/biccn/lein/pseq/morph/200526/758967755.marker,hIVSCC-MET,758967755
758996848,758996848.marker,550,c9aa3cedfb1adbf37cc1ccf6237ce0ee27e0a8baaa13e1632de5a2773fdf3485,72a505b536ccc37bbaa61ab97baa43a9,morphology,marker_swc,BIL,ftp://download.brainlib.org:8811/biccn/lein/pseq/morph/200526/758996848.marker,hIVSCC-MET,758996848
767415421,767415421.marker,421,e568931a8df57dd685126db2849f26d9a3cb7e644ffcb97dfc15bf205ff76d62,8155ed3656977f47546773d62cb5e4e2,morphology,marker_swc,BIL,ftp://download.brainlib.org:8811/biccn/lein/pseq/morph/200526/767415421.marker,hIVSCC-MET,767415421
767422070,767422070.marker,676,2165c46930af50ee5025e0baabedfdb5d40b0251a0f5cb76390ea004f43b86fe,c3c74e13d8c55cd4827ef6914520dc35,morphology,marker_swc,BIL,ftp://download.brainlib.org:8811/biccn/lein/pseq/morph/200526/767422070.marker,hIVSCC-MET,767422070
767433014,767433014.marker,1315,6f14567a11308d691eaafa2e203e2c2590bc98fc8d0fda47a3635708c2a97a25,67520b00717d99508cafc744d4cad22f,morphology,marker_swc,BIL,ftp://download.brainlib.org:8811/biccn/lein/pseq/morph/200526/767433014.marker,hIVSCC-MET,767433014
767829778,767829778.marker,656,2dc2883bd875809565655b50e885ceb87ab90800ce2c0e07f15ebb5d9b9cb4ad,81bac524d682f086d9e393d353b0d20d,morphology,marker_swc,BIL,ftp://download.brainlib.org:8811/biccn/lein/pseq/morph/200526/767829778.marker,hIVSCC-MET,767829778
768819569,768819569.marker,548,bb177c8780403bb575716cd5b458973a213d5174354f4001544cb5ea43100e32,2a38c6763379faab75b5d60e35f91626,morphology,marker_swc,BIL,ftp://download.brainlib.org:8811/biccn/lein/pseq/morph/200526/768819569.marker,hIVSCC-MET,768819569
768848167,768848167.marker,894,4f92e11f0eba1a3d182a37415840f52ff283047ee1402a1b4377933aeda9c9b5,768990cfed6b9c50f3aecb9a17e9837c,morphology,marker_swc,BIL,ftp://download.brainlib.org:8811/biccn/lein/pseq/morph/200526/768848167.marker,hIVSCC-MET,768848167
768867010,768867010.marker,1158,99555d58af90ff3545e7cbb455d0570ba36951dbeb7ab280790f8719f420c6a8,806d252c9c53fe6e4b1ba3e60dbbc4a6,morphology,marker_swc,BIL,ftp://download.brainlib.org:8811/biccn/lein/pseq/morph/200526/768867010.marker,hIVSCC-MET,768867010
768885440,768885440.marker,1035,a5d122f1f09ec78f59c59ecfe5b6bcd9f9db126c3f83914bb612c1a028bc19aa,848e0d8794e22ebfc247736c97056fd9,morphology,marker_swc,BIL,ftp://download.brainlib.org:8811/biccn/lein/pseq/morph/200526/768885440.marker,hIVSCC-MET,768885440
768904007,768904007.marker,335,96eed5926c44a8267b57d5342e61116b1f265b88d90d723f2830577017b541e1,e2ec8c1178e97920278c570545649754,morphology,marker_swc,BIL,ftp://download.brainlib.org:8811/biccn/lein/pseq/morph/200526/768904007.marker,hIVSCC-MET,768904007
769228370,769228370.marker,328,a21aaa0010328ec721b8ddbb37578bd4ca899e2b688e7d91ea369cfaf614c9f9,6eacb5fe47b6b72d90a294497d0e886b,morphology,marker_swc,BIL,ftp://download.brainlib.org:8811/biccn/lein/pseq/morph/200526/769228370.marker,hIVSCC-MET,769228370
770255008,770255008.marker,1225,1573fe8be9bcd61e1b7ceaa5d6064dc441da0bda1a6948e19cde748ee3f5e5fb,243c67d9eccb481a999f24bac53921e9,morphology,marker_swc,BIL,ftp://download.brainlib.org:8811/biccn/lein/pseq/morph/200526/770255008.marker,hIVSCC-MET,770255008
770255641,770255641.marker,1045,76697436a56aa54eb4638b4815d2c8a74887f1838933735c5ea4f597e1a50726,1d5a7c787ef723859e68b2064e91f6c0,morphology,marker_swc,BIL,ftp://download.brainlib.org:8811/biccn/lein/pseq/morph/200526/770255641.marker,hIVSCC-MET,770255641
770268817,770268817.marker,709,8622677ff8b9b042781722d12d10804012879181cedc49a74f4ab2467138aa64,37d80a6794e55327197b4fc026bb1d10,morphology,marker_swc,BIL,ftp://download.brainlib.org:8811/biccn/lein/pseq/morph/200526/770268817.marker,hIVSCC-MET,770268817
770275864,770275864.marker,330,800801bdc01ccccd4eb3db2fc3863d8ea66a25d3c6006bfda3bc8c00771cc010,7051ba810588bdb287a39571eb2376d9,morphology,marker_swc,BIL,ftp://download.brainlib.org:8811/biccn/lein/pseq/morph/200526/770275864.marker,hIVSCC-MET,770275864
770307286,770307286.marker,639,e5244734c27cdcadc516a2ffb7b55954de5ca9a6d1afbecc0b7ee462af3fcfc9,772883652ffa657963cdca9f8ab82217,morphology,marker_swc,BIL,ftp://download.brainlib.org:8811/biccn/lein/pseq/morph/200526/770307286.marker,hIVSCC-MET,770307286
770337451,770337451.marker,714,b2fcade6c35e1df6d227d11a526aa44fb3e9e7c36017a65a9cecb3bdca28d0d4,dee5058a93a095c91b92e09d26a27466,morphology,marker_swc,BIL,ftp://download.brainlib.org:8811/biccn/lein/pseq/morph/200526/770337451.marker,hIVSCC-MET,770337451
770369798,770369798.marker,657,6b2236e5105cb7fd6ae4f25d508fd3adfa4ffe09d7c0d171696dc9af45e6ecfc,7ef44572f6f8495174946d94a99f8e89,morphology,marker_swc,BIL,ftp://download.brainlib.org:8811/biccn/lein/pseq/morph/200526/770369798.marker,hIVSCC-MET,770369798
770402036,770402036.marker,495,bbefbcde049e809214c0ec568df4f572ac4a3bfc6674379bc564f4eca4ecaf05,684982ba7b6dcd2206e55176a82c71fd,morphology,marker_swc,BIL,ftp://download.brainlib.org:8811/biccn/lein/pseq/morph/200526/770402036.marker,hIVSCC-MET,770402036
770516177,770516177.marker,650,59d67a393d6502c0dab4ca36d2651d3fde63f63e23451ca6cb60370128c1c07d,eeb44833a86e596a75cf290561fef4de,morphology,marker_swc,BIL,ftp://download.brainlib.org:8811/biccn/lein/pseq/morph/200526/770516177.marker,hIVSCC-MET,770516177
770611301,770611301.marker,824,d4cbe6c64dcc883e7fc4d50a20785ee3ce26a11d7bfbf278526765abd6f6a679,9c3827b4d56db023644578122b59b1e4,morphology,marker_swc,BIL,ftp://download.brainlib.org:8811/biccn/lein/pseq/morph/200526/770611301.marker,hIVSCC-MET,770611301
770645883,770645883.marker,769,3561a20c45810bc0796fa5b2576fcadf70797103217979050954077eccc15c5a,7d72b93e6a1abb4a372ecb5acf060304,morphology,marker_swc,BIL,ftp://download.brainlib.org:8811/biccn/lein/pseq/morph/200526/770645883.marker,hIVSCC-MET,770645883
770650205,770650205.marker,661,c8e224987f98c1496305c9521b6babbbefb4dbe05157e8c3efdd9b756e41764b,6d1d8402107124f45bd693e7081cfdcc,morphology,marker_swc,BIL,ftp://download.brainlib.org:8811/biccn/lein/pseq/morph/200526/770650205.marker,hIVSCC-MET,770650205
770658546,770658546.marker,671,3e2e7f694ca9b9cf526b4c0ddb54faad5a12c8370c9840ce873e7a35025d590d,a9d65ac9015720e1f296838168fe84d0,morphology,marker_swc,BIL,ftp://download.brainlib.org:8811/biccn/lein/pseq/morph/200526/770658546.marker,hIVSCC-MET,770658546
774420848,774420848.marker,1529,fe71a4851fb2ec4c0df0ccb855ea171150f7975e2e7ec8dde477742f4a1caf1f,629c2d3c89be43d3ce474e528fe983e3,morphology,marker_swc,BIL,ftp://download.brainlib.org:8811/biccn/lein/pseq/morph/200526/774420848.marker,hIVSCC-MET,774420848
774421995,774421995.marker,824,7e217e0272bfb4efc0ef33efd1dc62d1e62e92d051999fb285b524d790a68774,3bcf5c36e0a1f2b6d825f82262c5b58e,morphology,marker_swc,BIL,ftp://download.brainlib.org:8811/biccn/lein/pseq/morph/200526/774421995.marker,hIVSCC-MET,774421995
774620186,774620186.marker,708,bc6bf98f9864716799affc7800f961dfad7b3aef4367cbafe5bd4f666520dae8,81dede19e42e3b11397a5770f32b6285,morphology,marker_swc,BIL,ftp://download.brainlib.org:8811/biccn/lein/pseq/morph/200526/774620186.marker,hIVSCC-MET,774620186
783585601,783585601.marker,796,e221c2de4375e9cea40b7f7f125c8a658df4c182257cd338e7335020181f67e6,1d3c2d42593877caf27975bb406c4308,morphology,marker_swc,BIL,ftp://download.brainlib.org:8811/biccn/lein/pseq/morph/200526/783585601.marker,hIVSCC-MET,783585601
783585742,783585742.marker,749,0427e45af77cb0f2c27bf4942b0246a5bf2e92a78fad876c6146cd764d4e4e63,5e77540715d83db37e0b5afe4a0ee165,morphology,marker_swc,BIL,ftp://download.brainlib.org:8811/biccn/lein/pseq/morph/200526/783585742.marker,hIVSCC-MET,783585742
783615441,783615441.marker,661,02d95be5250a5de523d07daaff4f01e5b246d8082816730d77f36310ee545406,20d9144138191353e8470730489a28c3,morphology,marker_swc,BIL,ftp://download.brainlib.org:8811/biccn/lein/pseq/morph/200526/783615441.marker,hIVSCC-MET,783615441
783624438,783624438.marker,1044,36fc2367619eb1467a651b9e9f587f94dd8b07b61056c570ec2cbf5b8d51bb72,5a17c6e996a0dad82a8320fddb3fa0c8,morphology,marker_swc,BIL,ftp://download.brainlib.org:8811/biccn/lein/pseq/morph/200526/783624438.marker,hIVSCC-MET,783624438
783698501,783698501.marker,1418,f759daf0fc48ff9da1726d0da5fa4181ac8136039b3e337d7428b129a76f03a6,5b81ce4ad40c40005ebb80f1b5109f86,morphology,marker_swc,BIL,ftp://download.brainlib.org:8811/biccn/lein/pseq/morph/200526/783698501.marker,hIVSCC-MET,783698501
785378321,785378321.marker,770,dacb7209b233455ab7e15980ec035cf8dd9976996745819d3018c9d6150f3b5d,ab874e96782a04a748a930d9fe46bf2a,morphology,marker_swc,BIL,ftp://download.brainlib.org:8811/biccn/lein/pseq/morph/200526/785378321.marker,hIVSCC-MET,785378321
785379684,785379684.marker,1064,120cae9f8e4b602a8451607fc1b310f2c6b3840c59b04041a70d4e0296485b3d,f0fd446782ecc44d0c8db2e25a90e8ae,morphology,marker_swc,BIL,ftp://download.brainlib.org:8811/biccn/lein/pseq/morph/200526/785379684.marker,hIVSCC-MET,785379684
