project,cell_specimen_id,cell_specimen_name,hemisphere,structure,donor_id,donor_name,biological_sex,age,ethnicity,medical_conditions,full_genotype,dendrite_type,apical_dendrite_status,neuron_reconstruction_type,cell_soma_normalized_depth,depth_from_pia_um,ephys_session_id,transcriptomics_sample_id,transcriptomics_batch
mIVSCC-MET,745765149,Calb2-IRES-Cre;Sst-IRES-FlpO;Ai65-411027.03.01.01,left,VISpm4,411027,Calb2-IRES-Cre;Sst-IRES-FlpO;Ai65-411027,M,P58,,,Calb2-IRES-Cre/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt,aspiny,NA,,,,745765062,SM-GE8XZ_S112_E1-50,RSC-176
mIVSCC-MET,745790070,Calb2-IRES-Cre;Sst-IRES-FlpO;Ai65-411027.04.02.07,right,VISpm4,411027,Calb2-IRES-Cre;Sst-IRES-FlpO;Ai65-411027,M,P58,,,Calb2-IRES-Cre/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt,aspiny,NA,,,,745789908,SM-GE8XZ_S125_E1-50,RSC-176
mIVSCC-MET,746008562,Vip-IRES-Cre;Npy-IRES2-FlpO;Ai65-411293.04.02.01,right,VISp2/3,411293,Vip-IRES-Cre;Npy-IRES2-FlpO;Ai65-411293,F,P58,,,Vip-IRES-Cre/wt;Npy-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt,aspiny,NA,,,,746008322,SM-GE8XZ_S131_E1-50,RSC-176
mIVSCC-MET,746035693,Vip-IRES-Cre;Npy-IRES2-FlpO;Ai65-411293.04.02.02,right,VISp2/3,411293,Vip-IRES-Cre;Npy-IRES2-FlpO;Ai65-411293,F,P58,,,Vip-IRES-Cre/wt;Npy-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt,aspiny,NA,,,,746035362,SM-GE8XZ_S132_E1-50,RSC-176
mIVSCC-MET,746039674,Vip-IRES-Cre;Npy-IRES2-FlpO;Ai65-411293.04.01.02,left,VISpm2/3,411293,Vip-IRES-Cre;Npy-IRES2-FlpO;Ai65-411293,F,P58,,,Vip-IRES-Cre/wt;Npy-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt,aspiny,NA,,,,746039465,SM-GE8XZ_S128_E1-50,RSC-176
mIVSCC-MET,746075122,Vip-IRES-Cre;Npy-IRES2-FlpO;Ai65-411293.05.02.02,right,VISp2/3,411293,Vip-IRES-Cre;Npy-IRES2-FlpO;Ai65-411293,F,P58,,,Vip-IRES-Cre/wt;Npy-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt,aspiny,NA,,,,746074928,SM-GE8XZ_S153_E1-50,RSC-176
mIVSCC-MET,746086313,Htr3a-Cre_NO152;Ai14-411498.04.02.01,right,VISp1,411498,Htr3a-Cre_NO152;Ai14-411498,F,P57,,,Htr3a-Cre_NO152/wt;Ai14(RCL-tdT)/wt,aspiny,NA,full,0.034777968,,746086091,SM-GE8XZ_S133_E1-50,RSC-176
mIVSCC-MET,746102029,Htr3a-Cre_NO152;Ai14-411498.05.01.01,left,VISp2/3,411498,Htr3a-Cre_NO152;Ai14-411498,F,P57,,,Htr3a-Cre_NO152/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,746101867,SM-GE8XZ_S142_E1-50,RSC-176
mIVSCC-MET,746108633,Htr3a-Cre_NO152;Ai14-411498.04.02.02,right,VISpm1,411498,Htr3a-Cre_NO152;Ai14-411498,F,P57,,,Htr3a-Cre_NO152/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,746108432,SM-GE8XZ_S134_E1-50,RSC-176
mIVSCC-MET,746127771,Htr3a-Cre_NO152;Ai14-411498.05.01.02,left,VISp2/3,411498,Htr3a-Cre_NO152;Ai14-411498,F,P57,,,Htr3a-Cre_NO152/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,746127703,SM-GE8XZ_S143_E1-50,RSC-176
mIVSCC-MET,746150922,Vip-IRES-Cre;Npy-IRES2-FlpO;Ai65-411293.03.02.01,right,VISp4,411293,Vip-IRES-Cre;Npy-IRES2-FlpO;Ai65-411293,F,P58,,,Vip-IRES-Cre/wt;Npy-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt,aspiny,NA,,,,746150716,SM-GE8XZ_S157_E1-50,RSC-176
mIVSCC-MET,746160014,Htr3a-Cre_NO152;Ai14-411498.05.02.02,right,VISp6a,411498,Htr3a-Cre_NO152;Ai14-411498,F,P57,,,Htr3a-Cre_NO152/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,746159889,SM-GE8XZ_S149_E1-50,RSC-176
mIVSCC-MET,746172137,Vip-IRES-Cre;Npy-IRES2-FlpO;Ai65-411293.03.02.02,right,VISp2/3,411293,Vip-IRES-Cre;Npy-IRES2-FlpO;Ai65-411293,F,P58,,,Vip-IRES-Cre/wt;Npy-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt,aspiny,NA,,,,746172010,SM-GE8XZ_S158_E1-50,RSC-176
mIVSCC-MET,746172313,Htr3a-Cre_NO152;Ai14-411498.05.01.04,left,VISl2/3,411498,Htr3a-Cre_NO152;Ai14-411498,F,P57,,,Htr3a-Cre_NO152/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,746172206,SM-GE8XZ_S144_E1-50,RSC-176
mIVSCC-MET,746177895,Htr3a-Cre_NO152;Ai14-411498.05.02.03,right,VISp5,411498,Htr3a-Cre_NO152;Ai14-411498,F,P57,,,Htr3a-Cre_NO152/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,746177738,SM-GE8XZ_S150_E1-50,RSC-176
mIVSCC-MET,746200101,Npr3-IRES2-Cre;Sst-IRES-FlpO;Ai65-411118.04.02.01,right,VISp2/3,411118,Npr3-IRES2-Cre;Sst-IRES-FlpO;Ai65-411118,M,P59,,,Npr3-IRES2-Cre/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt,aspiny,NA,full,0.180698689,,746199933,SM-GE8XZ_S135_E1-50,RSC-176
mIVSCC-MET,746206358,Npr3-IRES2-Cre;Sst-IRES-FlpO;Ai65-411118.04.02.02,right,VISp5,411118,Npr3-IRES2-Cre;Sst-IRES-FlpO;Ai65-411118,M,P59,,,Npr3-IRES2-Cre/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt,aspiny,NA,,,,746206274,SM-GE8XZ_S136_E1-50,RSC-176
mIVSCC-MET,746219670,Calb2-IRES-Cre;Sst-IRES-FlpO;Ai65-411031.02.01.02,left,VISp6a,411031,Calb2-IRES-Cre;Sst-IRES-FlpO;Ai65-411031,F,P59,,,Calb2-IRES-Cre/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt,aspiny,NA,,,,746219574,SM-GE8XZ_S154_E1-50,RSC-176
mIVSCC-MET,746224396,Npr3-IRES2-Cre;Sst-IRES-FlpO;Ai65-411118.02.01.01,left,VISl5,411118,Npr3-IRES2-Cre;Sst-IRES-FlpO;Ai65-411118,M,P59,,,Npr3-IRES2-Cre/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt,aspiny,NA,,,,746224381,SM-GE8XZ_S151_E1-50,RSC-176
mIVSCC-MET,746225102,Npr3-IRES2-Cre;Sst-IRES-FlpO;Ai65-411118.05.02.01,right,VISp4,411118,Npr3-IRES2-Cre;Sst-IRES-FlpO;Ai65-411118,M,P59,,,Npr3-IRES2-Cre/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt,aspiny,NA,,,,746225086,SM-GE8XZ_S138_E1-50,RSC-176
mIVSCC-MET,746228110,Npr3-IRES2-Cre;Sst-IRES-FlpO;Ai65-411118.03.01.01,left,VISp5,411118,Npr3-IRES2-Cre;Sst-IRES-FlpO;Ai65-411118,M,P59,,,Npr3-IRES2-Cre/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt,aspiny,NA,,,,746228079,SM-GE8XZ_S159_E1-50,RSC-176
mIVSCC-MET,746230941,Npr3-IRES2-Cre;Sst-IRES-FlpO;Ai65-411118.03.02.02,right,VISp5,411118,Npr3-IRES2-Cre;Sst-IRES-FlpO;Ai65-411118,M,P59,,,Npr3-IRES2-Cre/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt,aspiny,NA,,,,746230880,SM-GE8XZ_S146_E1-50,RSC-176
mIVSCC-MET,746256653,Npr3-IRES2-Cre;Sst-IRES-FlpO;Ai65-411118.03.01.02,left,VISp5,411118,Npr3-IRES2-Cre;Sst-IRES-FlpO;Ai65-411118,M,P59,,,Npr3-IRES2-Cre/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt,aspiny,NA,,,,746256255,SM-GE8XZ_S160_E1-50,RSC-176
mIVSCC-MET,746257157,Npr3-IRES2-Cre;Sst-IRES-FlpO;Ai65-411118.03.02.03,right,VISp5,411118,Npr3-IRES2-Cre;Sst-IRES-FlpO;Ai65-411118,M,P59,,,Npr3-IRES2-Cre/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt,aspiny,NA,,,,746257001,SM-GE8XZ_S147_E1-50,RSC-176
mIVSCC-MET,746257405,Calb2-IRES-Cre;Sst-IRES-FlpO;Ai65-411031.04.02.01,right,VISpm5,411031,Calb2-IRES-Cre;Sst-IRES-FlpO;Ai65-411031,F,P59,,,Calb2-IRES-Cre/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt,aspiny,NA,full,0.618099263,,746257237,SM-GE8XZ_S140_E1-50,RSC-176
mIVSCC-MET,746257833,Calb2-IRES-Cre;Sst-IRES-FlpO;Ai65-411031.06.01.01,left,VISrl5,411031,Calb2-IRES-Cre;Sst-IRES-FlpO;Ai65-411031,F,P59,,,Calb2-IRES-Cre/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt,aspiny,NA,,,,746257673,SM-GE8XZ_S156_E1-50,RSC-176
mIVSCC-MET,746262092,Npr3-IRES2-Cre;Sst-IRES-FlpO;Ai65-411118.03.01.04,left,VISp5,411118,Npr3-IRES2-Cre;Sst-IRES-FlpO;Ai65-411118,M,P59,,,Npr3-IRES2-Cre/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt,aspiny,NA,,,,746261966,SM-GE8XZ_S161_E1-50,RSC-176
mIVSCC-MET,746265346,Npr3-IRES2-Cre;Sst-IRES-FlpO;Ai65-411118.03.01.05,left,VISp5,411118,Npr3-IRES2-Cre;Sst-IRES-FlpO;Ai65-411118,M,P59,,,Npr3-IRES2-Cre/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt,aspiny,NA,,,,746265325,SM-GE8XZ_S162_E1-50,RSC-176
mIVSCC-MET,746732672,Chrna2-Cre_OE25;Sst-IRES-FlpO;Ai65-411962.04.02.01,right,VISam5,411962,Chrna2-Cre_OE25;Sst-IRES-FlpO;Ai65-411962,M,P55,,,Chrna2-Cre_OE25/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt,aspiny,NA,full,0.554981162,,746732443,SM-GE8XZ_S163_E1-50,RSC-176
mIVSCC-MET,746747868,Chrna2-Cre_OE25;Sst-IRES-FlpO;Ai65-411962.02.02.01,right,VISp6a,411962,Chrna2-Cre_OE25;Sst-IRES-FlpO;Ai65-411962,M,P55,,,Chrna2-Cre_OE25/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt,aspiny,NA,full,0.703176173,,746747792,SM-GE8XF_S033_E1-50,RSC-178
mIVSCC-MET,746748645,Chrna2-Cre_OE25;Sst-IRES-FlpO;Ai65-411962.01.02.01,right,VISp5,411962,Chrna2-Cre_OE25;Sst-IRES-FlpO;Ai65-411962,M,P55,,,Chrna2-Cre_OE25/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt,aspiny,NA,,,,746748630,SM-GE8XZ_S189_E1-50,RSC-176
mIVSCC-MET,746749610,Chrna2-Cre_OE25;Sst-IRES-FlpO;Ai65-411962.02.02.02,right,VISp6a,411962,Chrna2-Cre_OE25;Sst-IRES-FlpO;Ai65-411962,M,P55,,,Chrna2-Cre_OE25/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt,aspiny,NA,,,,746749591,SM-GE8XF_S034_E1-50,RSC-178
mIVSCC-MET,746754997,Calb2-IRES-Cre;Sst-IRES-FlpO;Ai65-411033.04.02.01,right,VISp5,411033,Calb2-IRES-Cre;Sst-IRES-FlpO;Ai65-411033,F,P60,,,Calb2-IRES-Cre/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt,aspiny,NA,full,0.543033391,,746754931,SM-GE8XZ_S165_E1-50,RSC-176
mIVSCC-MET,746755089,Calb2-IRES-Cre;Sst-IRES-FlpO;Ai65-411033.05.01.01,left,VISp6a,411033,Calb2-IRES-Cre;Sst-IRES-FlpO;Ai65-411033,F,P60,,,Calb2-IRES-Cre/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt,aspiny,NA,,,,746755068,SM-GE8XZ_S173_E1-50,RSC-176
mIVSCC-MET,746783056,Calb2-IRES-Cre;Sst-IRES-FlpO;Ai65-411033.04.02.02,right,VISpm5,411033,Calb2-IRES-Cre;Sst-IRES-FlpO;Ai65-411033,F,P60,,,Calb2-IRES-Cre/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt,aspiny,NA,,,,746782957,SM-GE8XZ_S166_E1-50,RSC-176
mIVSCC-MET,746793090,Chrna2-Cre_OE25;Sst-IRES-FlpO;Ai65-411962.02.01.02,left,VISp5,411962,Chrna2-Cre_OE25;Sst-IRES-FlpO;Ai65-411962,M,P55,,,Chrna2-Cre_OE25/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt,aspiny,NA,,,,746792979,SM-GE8XZ_S181_E1-50,RSC-176
mIVSCC-MET,746808380,Calb2-IRES-Cre;Sst-IRES-FlpO;Ai65-411033.05.01.02,left,VISp4,411033,Calb2-IRES-Cre;Sst-IRES-FlpO;Ai65-411033,F,P60,,,Calb2-IRES-Cre/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt,aspiny,NA,,,,746808217,SM-GE8XZ_S174_E1-50,RSC-176
mIVSCC-MET,746888848,Calb2-IRES-Cre;Sst-IRES-FlpO;Ai65-411033.04.01.01,left,VISp2/3,411033,Calb2-IRES-Cre;Sst-IRES-FlpO;Ai65-411033,F,P60,,,Calb2-IRES-Cre/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt,aspiny,NA,,,,746888762,SM-GE8XZ_S175_E1-50,RSC-176
mIVSCC-MET,746909752,Calb2-IRES-Cre;Sst-IRES-FlpO;Ai65-411033.04.01.02,left,VISp5,411033,Calb2-IRES-Cre;Sst-IRES-FlpO;Ai65-411033,F,P60,,,Calb2-IRES-Cre/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt,aspiny,NA,,,,746909709,SM-GE8XZ_S176_E1-50,RSC-176
mIVSCC-MET,746917495,Npr3-IRES2-Cre;Sst-IRES-FlpO;Ai65-411120.05.02.02,right,VISp2/3,411120,Npr3-IRES2-Cre;Sst-IRES-FlpO;Ai65-411120,M,P60,,,Npr3-IRES2-Cre/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt,aspiny,NA,,,,746917479,SM-GE8XZ_S190_E1-50,RSC-176
mIVSCC-MET,746917764,Npr3-IRES2-Cre;Sst-IRES-FlpO;Ai65-411120.04.02.01,right,VISp6a,411120,Npr3-IRES2-Cre;Sst-IRES-FlpO;Ai65-411120,M,P60,,,Npr3-IRES2-Cre/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt,aspiny,NA,full,0.812146549,,746917747,SM-GE8XZ_S167_E1-50,RSC-176
mIVSCC-MET,746924803,Npr3-IRES2-Cre;Sst-IRES-FlpO;Ai65-411120.03.01.01,left,VISp4,411120,Npr3-IRES2-Cre;Sst-IRES-FlpO;Ai65-411120,M,P60,,,Npr3-IRES2-Cre/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt,aspiny,NA,full,0.488325872,,746924786,SM-GE8XZ_S183_E1-50,RSC-176
mIVSCC-MET,746987571,Npr3-IRES2-Cre;Sst-IRES-FlpO;Ai65-411120.03.02.02,right,VISp4,411120,Npr3-IRES2-Cre;Sst-IRES-FlpO;Ai65-411120,M,P60,,,Npr3-IRES2-Cre/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt,aspiny,NA,,,,746987526,SM-GE8XZ_S171_E1-50,RSC-176
mIVSCC-MET,746999234,Sst-IRES-Cre;Ai14-412557.03.01.01,left,VISp5,412557,Sst-IRES-Cre;Ai14-412557,M,P53,,,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,746999196,SM-GE8XZ_S185_E1-50,RSC-176
mIVSCC-MET,747009657,Sst-IRES-Cre;Ai14-412557.03.02.01,right,VISli6a,412557,Sst-IRES-Cre;Ai14-412557,M,P53,,,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,747009406,SM-GE8XZ_S191_E1-50,RSC-176
mIVSCC-MET,747014167,Npr3-IRES2-Cre;Sst-IRES-FlpO;Ai65-411120.03.02.03,right,VISp5,411120,Npr3-IRES2-Cre;Sst-IRES-FlpO;Ai65-411120,M,P60,,,Npr3-IRES2-Cre/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt,aspiny,NA,,,,747014079,SM-GE8XZ_S172_E1-50,RSC-176
mIVSCC-MET,747014238,Sst-IRES-Cre;Ai14-412557.03.01.02,left,VISp5,412557,Sst-IRES-Cre;Ai14-412557,M,P53,,,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,747014200,SM-GE8XZ_S186_E1-50,RSC-176
mIVSCC-MET,747025421,Sst-IRES-Cre;Ai14-412557.03.02.02,right,VISp5,412557,Sst-IRES-Cre;Ai14-412557,M,P53,,,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,747025377,SM-GE8XZ_S192_E1-50,RSC-176
mIVSCC-MET,747028527,Npr3-IRES2-Cre;Sst-IRES-FlpO;Ai65-411120.04.01.01,left,VISp5,411120,Npr3-IRES2-Cre;Sst-IRES-FlpO;Ai65-411120,M,P60,,,Npr3-IRES2-Cre/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt,aspiny,NA,,,,747028480,SM-GE8XF_S035_E1-50,RSC-178
mIVSCC-MET,747028632,Sst-IRES-Cre;Ai14-412557.03.01.03,left,VISl5,412557,Sst-IRES-Cre;Ai14-412557,M,P53,,,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,aspiny,NA,full,0.608023246,,747028569,SM-GE8XZ_S187_E1-50,RSC-176
mIVSCC-MET,747047415,Sst-IRES-Cre;Ai14-412557.03.02.03,right,VISp5,412557,Sst-IRES-Cre;Ai14-412557,M,P53,,,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,747047320,SM-GE8XF_S031_E1-50,RSC-178
mIVSCC-MET,747050694,Sst-IRES-Cre;Ai14-412557.03.01.04,left,VISli5,412557,Sst-IRES-Cre;Ai14-412557,M,P53,,,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,747050679,SM-GE8XZ_S188_E1-50,RSC-176
mIVSCC-MET,747056356,Sst-IRES-Cre;Ai14-412557.03.02.04,right,VISp6a,412557,Sst-IRES-Cre;Ai14-412557,M,P53,,,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,747056263,SM-GE8XF_S032_E1-50,RSC-178
mIVSCC-MET,750162069,Sst-IRES-Cre;Ai14-412161.04.02.01,right,VISp5,412161,Sst-IRES-Cre;Ai14-412161,M,P57,,,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,750161904,SM-GE8XQ_S007_E1-50,RSC-177
mIVSCC-MET,750189292,Sst-IRES-Cre;Ai14-412161.04.02.02,right,VISp5,412161,Sst-IRES-Cre;Ai14-412161,M,P57,,,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,750189136,SM-GE8XQ_S008_E1-50,RSC-177
mIVSCC-MET,750210640,Sst-IRES-Cre;Ai14-412161.02.01.01,left,VISp2/3,412161,Sst-IRES-Cre;Ai14-412161,M,P57,,,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,750210483,SM-GE8XQ_S038_E1-50,RSC-177
mIVSCC-MET,750233621,Npr3-IRES2-Cre;Sst-IRES-FlpO;Ai65-411120.05.01.02,left,VISp5,411120,Npr3-IRES2-Cre;Sst-IRES-FlpO;Ai65-411120,M,P60,,,Npr3-IRES2-Cre/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt,aspiny,NA,,,,750233439,SM-GE8XZ_S178_E1-50,RSC-176
mIVSCC-MET,750241663,Sst-IRES-Cre;Ai14-412161.02.01.02,left,VISp5,412161,Sst-IRES-Cre;Ai14-412161,M,P57,,,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,750241324,SM-GE8XQ_S039_E1-50,RSC-177
mIVSCC-MET,750242027,Sst-IRES-Cre;Ai14-412161.04.02.03,right,VISpm5,412161,Sst-IRES-Cre;Ai14-412161,M,P57,,,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,750241840,SM-GE8XQ_S009_E1-50,RSC-177
mIVSCC-MET,750242249,Npr3-IRES2-Cre;Sst-IRES-FlpO;Ai65-411120.05.01.03,left,VISp5,411120,Npr3-IRES2-Cre;Sst-IRES-FlpO;Ai65-411120,M,P60,,,Npr3-IRES2-Cre/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt,aspiny,NA,,,,750242122,SM-GE8XZ_S179_E1-50,RSC-176
mIVSCC-MET,750261373,Nos1-CreERT2;Sst-IRES-FlpO;Ai65-412356.06.02.01,right,VISam6a,412356,Nos1-CreERT2;Sst-IRES-FlpO;Ai65-412356,F,P56,,,Nos1-CreERT2/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt,aspiny,NA,,,,750261143,SM-GE8XQ_S031_E1-50,RSC-177
mIVSCC-MET,750293296,Nos1-CreERT2;Sst-IRES-FlpO;Ai65-412356.04.01.02,left,VISal6a,412356,Nos1-CreERT2;Sst-IRES-FlpO;Ai65-412356,F,P56,,,Nos1-CreERT2/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt,aspiny,NA,,,,750293014,SM-GE8XQ_S019_E1-50,RSC-177
mIVSCC-MET,750331780,Sst-IRES-Cre;Ai14-412161.04.01.01,left,VISp5,412161,Sst-IRES-Cre;Ai14-412161,M,P57,,,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,750331651,SM-GE8XQ_S025_E1-50,RSC-177
mIVSCC-MET,750346902,Sst-IRES-Cre;Ai14-412161.04.01.02,left,VISp4,412161,Sst-IRES-Cre;Ai14-412161,M,P57,,,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,750346780,SM-GE8XQ_S026_E1-50,RSC-177
mIVSCC-MET,750378044,Nos1-CreERT2;Sst-IRES-FlpO;Ai65-412356.04.02.02,right,VISpm6a,412356,Nos1-CreERT2;Sst-IRES-FlpO;Ai65-412356,F,P56,,,Nos1-CreERT2/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt,aspiny,NA,,,,750377976,SM-GE8XQ_S011_E1-50,RSC-177
mIVSCC-MET,750378755,Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-412517.04.01.01,left,VISp1,412517,Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-412517,F,P55,,,Ndnf-IRES2-dgCre/wt;Slc32a1-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt,aspiny,NA,,,,750378594,SM-GE8XQ_S003_E1-50,RSC-177
mIVSCC-MET,750400315,Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-412517.04.01.02,left,VISp1,412517,Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-412517,F,P55,,,Ndnf-IRES2-dgCre/wt;Slc32a1-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt,aspiny,NA,,,,750400298,SM-GE8XQ_S004_E1-50,RSC-177
mIVSCC-MET,750405307,Nos1-CreERT2;Sst-IRES-FlpO;Ai65-412356.05.02.01,right,VISp5,412356,Nos1-CreERT2;Sst-IRES-FlpO;Ai65-412356,F,P56,,,Nos1-CreERT2/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt,aspiny,NA,,,,750405288,SM-GE8XQ_S012_E1-50,RSC-177
mIVSCC-MET,750415413,Sst-IRES-Cre;Ai14-412558.04.01.01,left,VISpm5,412558,Sst-IRES-Cre;Ai14-412558,M,P56,,,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,750415341,SM-GE8XQ_S020_E1-50,RSC-177
mIVSCC-MET,750421101,Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-412517.04.01.04,left,VISp1,412517,Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-412517,F,P55,,,Ndnf-IRES2-dgCre/wt;Slc32a1-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt,aspiny,NA,,,,750421072,SM-GE8XQ_S005_E1-50,RSC-177
mIVSCC-MET,750421132,Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-412517.04.02.01,right,VISl1,412517,Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-412517,F,P55,,,Ndnf-IRES2-dgCre/wt;Slc32a1-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt,aspiny,NA,,,,750421116,SM-GE8XQ_S027_E1-50,RSC-177
mIVSCC-MET,750424273,Nos1-CreERT2;Sst-IRES-FlpO;Ai65-412356.03.02.01,right,VISp6a,412356,Nos1-CreERT2;Sst-IRES-FlpO;Ai65-412356,F,P56,,,Nos1-CreERT2/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt,aspiny,NA,,,,750424241,SM-GE8XQ_S013_E1-50,RSC-177
mIVSCC-MET,750436969,Nos1-CreERT2;Sst-IRES-FlpO;Ai65-412356.06.02.08,right,VISa5,412356,Nos1-CreERT2;Sst-IRES-FlpO;Ai65-412356,F,P56,,,Nos1-CreERT2/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt,aspiny,NA,,,,750436853,SM-GE8XQ_S035_E1-50,RSC-177
mIVSCC-MET,750440911,Sst-IRES-Cre;Ai14-412558.04.01.02,left,VISp5,412558,Sst-IRES-Cre;Ai14-412558,M,P56,,,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,750440866,SM-GE8XQ_S021_E1-50,RSC-177
mIVSCC-MET,750440984,Sst-IRES-Cre;Ai14-412558.05.02.01,right,VISp5,412558,Sst-IRES-Cre;Ai14-412558,M,P56,,,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,750440944,SM-GE8XQ_S028_E1-50,RSC-177
mIVSCC-MET,750446086,Sst-IRES-Cre;Ai14-412558.04.02.01,right,VISp5,412558,Sst-IRES-Cre;Ai14-412558,M,P56,,,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,750446008,SM-GE8XQ_S014_E1-50,RSC-177
